99,4,"[16, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -1) (optimal -1.4725461) '}"
99,5,"[16, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 16) (optimal 12.627983) ', 'Because: goal is to increase, pass_idx'}"
99,6,"[16, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 16) (optimal 12.742939) '}"
99,4,"[13, 2, 3, -10]",4,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -10) (optimal -1.3995345) '}"
99,5,"[13, 2, 3, -10]",4,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 13) (optimal 12.5474) '}"
99,6,"[13, 2, 3, -10]",4,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 13) (optimal 70.08617) '}"
99,4,"[9, 1, 3, -10]",5,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -10) (optimal -1.3995345) '}"
99,5,"[9, 1, 3, -10]",5,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 9) (optimal 12.5474) '}"
99,6,"[9, 1, 3, -10]",5,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 9) (optimal 70.08617) '}"
99,4,"[19, 3, 0, -10]",4,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -10) (optimal -1.6185694) '}"
99,5,"[19, 3, 0, -10]",4,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 19) (optimal 12.789148) '}"
99,6,"[19, 3, 0, -10]",4,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 19) (optimal 70.08617) '}"
99,4,"[25, 2, 1, -10]",4,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -10) (optimal -1.5455577) '}"
99,5,"[25, 2, 1, -10]",4,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 25) (optimal 12.708566) '}"
99,6,"[25, 2, 1, -10]",4,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 25) (optimal 70.08617) '}"
99,4,"[21, 2, 1, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -1) (optimal -1.5455577) '}"
99,5,"[21, 2, 1, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 21) (optimal 12.708566) '}"
99,6,"[21, 2, 1, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 21) (optimal 12.742939) '}"
65,4,"[2, 0, 2, -10]",5,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -10) (optimal -1.4725461) '}"
65,5,"[2, 0, 2, -10]",5,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 2) (optimal 12.627983) '}"
65,6,"[2, 0, 2, -10]",5,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 2) (optimal 70.08617) '}"
99,4,"[25, 2, 0, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -1) (optimal -1.6185694) '}"
99,5,"[25, 2, 0, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 25) (optimal 12.789148) '}"
99,6,"[25, 2, 0, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 25) (optimal 12.742939) ', 'Because: goal is to increase, pass_idx'}"
99,4,"[23, 1, 2, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -1) (optimal -1.4725461) '}"
99,5,"[23, 1, 2, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 23) (optimal 12.627983) ', 'Because: goal is to increase, pass_idx'}"
99,6,"[23, 1, 2, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 23) (optimal 12.742939) '}"
99,4,"[11, 0, 1, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -1) (optimal -1.5455577) '}"
99,5,"[11, 0, 1, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 11) (optimal 12.708566) '}"
99,6,"[11, 0, 1, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 11) (optimal 12.742939) '}"
99,4,"[4, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -1) (optimal -1.4725461) '}"
99,5,"[4, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 4) (optimal 12.627983) '}"
99,6,"[4, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 4) (optimal 12.742939) '}"
99,4,"[17, 1, 2, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -1) (optimal -1.4725461) '}"
99,5,"[17, 1, 2, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 17) (optimal 12.627983) '}"
99,6,"[17, 1, 2, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 17) (optimal 12.742939) '}"
99,4,"[25, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -1) (optimal -1.4725461) '}"
99,5,"[25, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 25) (optimal 12.627983) '}"
99,6,"[25, 0, 2, -1]",6,"{'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 25) (optimal 12.742939) ', 'Because: goal is to increase, pass_idx'}"
99,4,"[18, 3, 0, -10]",4,"{'Because: goal is to increase, pass_idx: that depend on, reward (current -10) (optimal -1.6185694) '}"
99,5,"[18, 3, 0, -10]",4,"{'Because: goal is to increase, pass_idx', 'Because: goal is to increase, pass_idx: that depend on, taxi_loc (current 18) (optimal 12.789148) '}"
