99,4,5,"[16, 0, 2, -1]",6,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,4,6,"[16, 0, 2, -1]",6,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,5,4,"[16, 0, 2, -1]",6,"{'Because it is more desirable to do action drop off passenger, to have more reward (actual -1) (counterfactual -1.4725461), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 16) (counterfactual 12.742939), to have more reward (actual -1) (counterfactual -1.4725461), as the goal is to have pass_idx, '}"
99,5,6,"[16, 0, 2, -1]",6,"{'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 16) (counterfactual 16), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 16) (counterfactual 12.742939), as the goal is to have pass_idx, '}"
99,6,4,"[16, 0, 2, -1]",6,"{'Because it is more desirable to do action move, to have more taxi_loc (actual 16) (counterfactual 12.742939), to have more reward (actual -1) (counterfactual -1.4725461), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have more reward (actual -1) (counterfactual -1.4725461), as the goal is to have pass_idx, '}"
99,6,5,"[16, 0, 2, -1]",6,"{'Because it is more desirable to do action move, to have more taxi_loc (actual 16) (counterfactual 16), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have more taxi_loc (actual 16) (counterfactual 12.627983), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, as the goal is to have pass_idx, '}"
99,4,5,"[13, 2, 3, -10]",4,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,4,6,"[13, 2, 3, -10]",4,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,5,4,"[13, 2, 3, -10]",4,"{'Because it is more desirable to do action drop off passenger, to have less taxi_loc (actual 13) (counterfactual 70.08617), to have less reward (actual -10) (counterfactual -1.3995345), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have less reward (actual -10) (counterfactual -1.3995345), as the goal is to have pass_idx, '}"
99,5,6,"[13, 2, 3, -10]",4,"{'Because it is more desirable to do action drop off passenger, as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 13) (counterfactual 13), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have less taxi_loc (actual 13) (counterfactual 70.08617), as the goal is to have pass_idx, '}"
99,6,4,"[13, 2, 3, -10]",4,"{'Because it is more desirable to do action move, to have less taxi_loc (actual 13) (counterfactual 70.08617), to have less reward (actual -10) (counterfactual -1.3995345), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have less reward (actual -10) (counterfactual -1.3995345), as the goal is to have pass_idx, '}"
99,6,5,"[13, 2, 3, -10]",4,"{'Because it is more desirable to do action move, to have more taxi_loc (actual 13) (counterfactual 13), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have more taxi_loc (actual 13) (counterfactual 12.5474), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, as the goal is to have pass_idx, '}"
99,4,5,"[9, 1, 3, -10]",5,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,4,6,"[9, 1, 3, -10]",5,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,5,4,"[9, 1, 3, -10]",5,"{'Because it is more desirable to do action drop off passenger, to have less taxi_loc (actual 9) (counterfactual 70.08617), to have less reward (actual -10) (counterfactual -1.3995345), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have less reward (actual -10) (counterfactual -1.3995345), as the goal is to have pass_idx, '}"
99,5,6,"[9, 1, 3, -10]",5,"{'Because it is more desirable to do action drop off passenger, as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have less taxi_loc (actual 9) (counterfactual 70.08617), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 9) (counterfactual 9), as the goal is to have pass_idx, '}"
99,6,4,"[9, 1, 3, -10]",5,"{'Because it is more desirable to do action move, to have less reward (actual -10) (counterfactual -1.3995345), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have less taxi_loc (actual 9) (counterfactual 70.08617), to have less reward (actual -10) (counterfactual -1.3995345), as the goal is to have pass_idx, '}"
99,6,5,"[9, 1, 3, -10]",5,"{'Because it is more desirable to do action move, to have more taxi_loc (actual 9) (counterfactual 9), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have less taxi_loc (actual 9) (counterfactual 12.5474), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, as the goal is to have pass_idx, '}"
99,4,5,"[19, 3, 0, -10]",4,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,4,6,"[19, 3, 0, -10]",4,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,5,4,"[19, 3, 0, -10]",4,"{'Because it is more desirable to do action drop off passenger, to have less reward (actual -10) (counterfactual -1.6185694), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have less taxi_loc (actual 19) (counterfactual 70.08617), to have less reward (actual -10) (counterfactual -1.6185694), as the goal is to have pass_idx, '}"
99,5,6,"[19, 3, 0, -10]",4,"{'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 19) (counterfactual 19), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have less taxi_loc (actual 19) (counterfactual 70.08617), as the goal is to have pass_idx, '}"
99,6,4,"[19, 3, 0, -10]",4,"{'Because it is more desirable to do action move, to have less taxi_loc (actual 19) (counterfactual 70.08617), to have less reward (actual -10) (counterfactual -1.6185694), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have less reward (actual -10) (counterfactual -1.6185694), as the goal is to have pass_idx, '}"
99,6,5,"[19, 3, 0, -10]",4,"{'Because it is more desirable to do action move, to have more taxi_loc (actual 19) (counterfactual 19), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have more taxi_loc (actual 19) (counterfactual 12.789148), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, as the goal is to have pass_idx, '}"
99,4,5,"[25, 2, 1, -10]",4,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,4,6,"[25, 2, 1, -10]",4,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,5,4,"[25, 2, 1, -10]",4,"{'Because it is more desirable to do action drop off passenger, to have less reward (actual -10) (counterfactual -1.5455577), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have less taxi_loc (actual 25) (counterfactual 70.08617), to have less reward (actual -10) (counterfactual -1.5455577), as the goal is to have pass_idx, '}"
99,5,6,"[25, 2, 1, -10]",4,"{'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 25) (counterfactual 25), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have less taxi_loc (actual 25) (counterfactual 70.08617), as the goal is to have pass_idx, '}"
99,6,4,"[25, 2, 1, -10]",4,"{'Because it is more desirable to do action move, to have less reward (actual -10) (counterfactual -1.5455577), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have less taxi_loc (actual 25) (counterfactual 70.08617), to have less reward (actual -10) (counterfactual -1.5455577), as the goal is to have pass_idx, '}"
99,6,5,"[25, 2, 1, -10]",4,"{'Because it is more desirable to do action move, to have more taxi_loc (actual 25) (counterfactual 25), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have more taxi_loc (actual 25) (counterfactual 12.708566), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, as the goal is to have pass_idx, '}"
99,4,5,"[21, 2, 1, -1]",6,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,4,6,"[21, 2, 1, -1]",6,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
99,5,4,"[21, 2, 1, -1]",6,"{'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 21) (counterfactual 12.742939), to have more reward (actual -1) (counterfactual -1.5455577), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have more reward (actual -1) (counterfactual -1.5455577), as the goal is to have pass_idx, '}"
99,5,6,"[21, 2, 1, -1]",6,"{'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 21) (counterfactual 21), as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, as the goal is to have pass_idx, ', 'Because it is more desirable to do action drop off passenger, to have more taxi_loc (actual 21) (counterfactual 12.742939), as the goal is to have pass_idx, '}"
99,6,4,"[21, 2, 1, -1]",6,"{'Because it is more desirable to do action move, to have more taxi_loc (actual 21) (counterfactual 12.742939), to have more reward (actual -1) (counterfactual -1.5455577), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have more reward (actual -1) (counterfactual -1.5455577), as the goal is to have pass_idx, '}"
99,6,5,"[21, 2, 1, -1]",6,"{'Because it is more desirable to do action move, to have more taxi_loc (actual 21) (counterfactual 21), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, to have more taxi_loc (actual 21) (counterfactual 12.708566), as the goal is to have pass_idx, ', 'Because it is more desirable to do action move, as the goal is to have pass_idx, '}"
65,4,5,"[2, 0, 2, -10]",5,"{'Because it is more desirable to do action pickup passenger, as the goal is to have pass_idx, '}"
